:START_ID,:END_ID,isPrimary,createdAt
JIN-0001,TEM-001,FALSE,2025-10-19
JIN-0001,TEM-002,TRUE,2025-10-19
JIN-0002,TEM-003,FALSE,2025-10-19
JIN-0002,TEM-004,TRUE,2025-10-19
JIN-0003,TEM-005,FALSE,2025-10-19
JIN-0003,TEM-006,TRUE,2025-10-19
JIN-0004,TEM-007,TRUE,2025-10-19
