:START_ID,:END_ID,createdAt,type,updatedAt
u2qppcsbi,j28nwqyzo,2025-10-22T14:59:16.000Z,ME_GUSTA,2025-10-23T23:26:45.000Z
u3jgvtyd9,j28nwqyzo,2025-09-25T00:00:00.000Z,ME_GUSTA,2025-09-25T00:00:00.000Z
u3jgvtyd9,j28uvuzh8,2025-09-25T00:00:00.000Z,ME_GUSTA,2025-10-19T00:00:00.000Z
u3jgvtyd9,j28uvuzh8,2025-09-25T00:00:00.000Z,JINGLAZO,2025-10-19T00:00:00.000Z
